db,native,term_name,pvalue,significant,description,term_size,query_size,overlap,effective_domain_size,precision,recall,query,parents,term_id,fdr,intersection_genes
GO:BP,GO:0045732,positive regulation of protein catabolic process,1.0,False,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of a protein by the destruction of the native, active configuration, with or without the hydrolysis of peptide bonds."" [GOC:go_curators]",209,10,1,21026,0.1,0.004784688995215311,query_1,"['GO:0009896', 'GO:0030163', 'GO:0042176', 'GO:0051247']",GO:0045732,,
GO:BP,GO:0045899,positive regulation of RNA polymerase II transcription preinitiation complex assembly,1.0,False,"""Any process that activates or increases the frequency, rate or extent of RNA polymerase II transcriptional preinitiation complex assembly."" [GOC:go_curators]",4,10,1,21026,0.1,0.25,query_1,"['GO:0031334', 'GO:0045898', 'GO:0051123', 'GO:0060261']",GO:0045899,,
GO:BP,GO:0045727,positive regulation of translation,1.0,False,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of proteins by the translation of mRNA or circRNA."" [GOC:dph, GOC:go_curators, GOC:tb]",138,10,2,21026,0.2,0.014492753623188406,query_1,"['GO:0006412', 'GO:0006417', 'GO:0010628', 'GO:0051247']",GO:0045727,,
GO:BP,GO:0045717,negative regulation of fatty acid biosynthetic process,1.0,False,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of fatty acids."" [GOC:go_curators]",18,10,1,21026,0.1,0.05555555555555555,query_1,"['GO:0006633', 'GO:0042304', 'GO:0045922', 'GO:0051055']",GO:0045717,,
GO:BP,GO:0045472,response to ether,1.0,False,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a ether stimulus."" [GOC:go_curators]",21,10,1,21026,0.1,0.047619047619047616,query_1,['GO:1901700'],GO:0045472,,
GO:BP,GO:0045540,regulation of cholesterol biosynthetic process,1.0,False,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of cholesterol."" [GOC:go_curators]",23,10,1,21026,0.1,0.043478260869565216,query_1,"['GO:0006695', 'GO:0090181', 'GO:0106118', 'GO:1902930']",GO:0045540,,
GO:BP,GO:0045542,positive regulation of cholesterol biosynthetic process,1.0,False,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of cholesterol."" [GOC:go_curators]",12,10,1,21026,0.1,0.08333333333333333,query_1,"['GO:0006695', 'GO:0045540', 'GO:0090205', 'GO:0106120', 'GO:1902932']",GO:0045542,,
GO:BP,GO:0045598,regulation of fat cell differentiation,1.0,False,"""Any process that modulates the frequency, rate or extent of adipocyte differentiation."" [GOC:go_curators]",133,10,2,21026,0.2,0.015037593984962405,query_1,"['GO:0045444', 'GO:0045595']",GO:0045598,,
GO:BP,GO:0045599,negative regulation of fat cell differentiation,1.0,False,"""Any process that stops, prevents, or reduces the frequency, rate or extent of adipocyte differentiation."" [GOC:go_curators]",54,10,1,21026,0.1,0.018518518518518517,query_1,"['GO:0045444', 'GO:0045596', 'GO:0045598']",GO:0045599,,
GO:BP,GO:0045600,positive regulation of fat cell differentiation,1.0,False,"""Any process that activates or increases the frequency, rate or extent of adipocyte differentiation."" [GOC:go_curators]",67,10,1,21026,0.1,0.014925373134328358,query_1,"['GO:0045444', 'GO:0045597', 'GO:0045598']",GO:0045600,,
GO:BP,GO:0045601,regulation of endothelial cell differentiation,1.0,False,"""Any process that modulates the frequency, rate or extent of endothelial cell differentiation."" [GOC:go_curators]",35,10,1,21026,0.1,0.02857142857142857,query_1,"['GO:0030856', 'GO:0045446']",GO:0045601,,
GO:BP,GO:0045602,negative regulation of endothelial cell differentiation,1.0,False,"""Any process that stops, prevents, or reduces the frequency, rate or extent of endothelial cell differentiation."" [GOC:go_curators]",8,10,1,21026,0.1,0.125,query_1,"['GO:0030857', 'GO:0045446', 'GO:0045601']",GO:0045602,,
GO:BP,GO:0045637,regulation of myeloid cell differentiation,1.0,False,"""Any process that modulates the frequency, rate or extent of myeloid cell differentiation."" [GOC:go_curators]",213,10,2,21026,0.2,0.009389671361502348,query_1,"['GO:0030099', 'GO:1903706']",GO:0045637,,
GO:BP,GO:0045638,negative regulation of myeloid cell differentiation,1.0,False,"""Any process that stops, prevents, or reduces the frequency, rate or extent of myeloid cell differentiation."" [GOC:go_curators]",94,10,1,21026,0.1,0.010638297872340425,query_1,"['GO:0030099', 'GO:0045596', 'GO:0045637']",GO:0045638,,
GO:BP,GO:0045655,regulation of monocyte differentiation,1.0,False,"""Any process that modulates the frequency, rate or extent of monocyte differentiation."" [GOC:go_curators]",19,10,1,21026,0.1,0.05263157894736842,query_1,"['GO:0002761', 'GO:0030224']",GO:0045655,,
GO:BP,GO:0045656,negative regulation of monocyte differentiation,1.0,False,"""Any process that stops, prevents, or reduces the frequency, rate or extent of monocyte differentiation."" [GOC:go_curators]",7,10,1,21026,0.1,0.14285714285714285,query_1,"['GO:0002762', 'GO:0030224', 'GO:0045655']",GO:0045656,,
GO:BP,GO:0045667,regulation of osteoblast differentiation,1.0,False,"""Any process that modulates the frequency, rate or extent of osteoblast differentiation."" [GOC:go_curators]",131,10,1,21026,0.1,0.007633587786259542,query_1,"['GO:0001649', 'GO:0045595']",GO:0045667,,
GO:BP,GO:0045669,positive regulation of osteoblast differentiation,1.0,False,"""Any process that activates or increases the frequency, rate or extent of osteoblast differentiation."" [GOC:go_curators]",70,10,1,21026,0.1,0.014285714285714285,query_1,"['GO:0001649', 'GO:0045597', 'GO:0045667']",GO:0045669,,
GO:BP,GO:0045670,regulation of osteoclast differentiation,1.0,False,"""Any process that modulates the frequency, rate or extent of osteoclast differentiation."" [GOC:go_curators]",72,10,1,21026,0.1,0.013888888888888888,query_1,"['GO:0002761', 'GO:0030316']",GO:0045670,,
GO:BP,GO:0045685,regulation of glial cell differentiation,1.0,False,"""Any process that modulates the frequency, rate or extent of glia cell differentiation."" [GOC:go_curators]",77,10,1,21026,0.1,0.012987012987012988,query_1,"['GO:0010001', 'GO:0045595']",GO:0045685,,
GO:BP,GO:0045687,positive regulation of glial cell differentiation,1.0,False,"""Any process that activates or increases the frequency, rate or extent of glia cell differentiation."" [GOC:go_curators]",46,10,1,21026,0.1,0.021739130434782608,query_1,"['GO:0010001', 'GO:0014015', 'GO:0045685']",GO:0045687,,
GO:BP,GO:0045725,positive regulation of glycogen biosynthetic process,1.0,False,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of glycogen."" [GOC:go_curators]",17,10,1,21026,0.1,0.058823529411764705,query_1,"['GO:0005978', 'GO:0005979', 'GO:0010557', 'GO:0070875']",GO:0045725,,
GO:BP,GO:0045907,positive regulation of vasoconstriction,1.0,False,"""Any process that activates or increases the frequency, rate or extent of vasoconstriction."" [GOC:go_curators]",32,10,1,21026,0.1,0.03125,query_1,"['GO:0019229', 'GO:0042310', 'GO:0051240']",GO:0045907,,
GO:BP,GO:0045912,negative regulation of carbohydrate metabolic process,1.0,False,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving carbohydrate."" [GOC:go_curators]",53,10,1,21026,0.1,0.018867924528301886,query_1,"['GO:0005975', 'GO:0006109', 'GO:0009892']",GO:0045912,,
GO:BP,GO:0045931,positive regulation of mitotic cell cycle,1.0,False,"""Any process that activates or increases the rate or extent of progression through the mitotic cell cycle."" [GOC:dph, GOC:go_curators, GOC:tb]",124,10,2,21026,0.2,0.016129032258064516,query_1,"['GO:0000278', 'GO:0007346', 'GO:0045787']",GO:0045931,,
GO:BP,GO:0046486,glycerolipid metabolic process,1.0,False,"""The chemical reactions and pathways involving glycerolipids, any lipid with a glycerol backbone. Diacylglycerol and phosphatidate are key lipid intermediates of glycerolipid biosynthesis."" [GOC:ai, PMID:8906569]",398,10,1,21026,0.1,0.002512562814070352,query_1,['GO:0006629'],GO:0046486,,
GO:BP,GO:0046488,phosphatidylinositol metabolic process,1.0,False,"""The chemical reactions and pathways involving phosphatidylinositol, any glycophospholipid in which a sn-glycerol 3-phosphate residue is esterified to the 1-hydroxyl group of 1D-myo-inositol."" [ISBN:0198506732]",162,10,1,21026,0.1,0.006172839506172839,query_1,['GO:0006650'],GO:0046488,,
GO:BP,GO:0046496,nicotinamide nucleotide metabolic process,1.0,False,"""The chemical reactions and pathways involving nicotinamide nucleotides, any nucleotide that contains combined nicotinamide."" [ISBN:0198506732]",162,10,2,21026,0.2,0.012345679012345678,query_1,['GO:0019362'],GO:0046496,,
GO:BP,GO:0046530,photoreceptor cell differentiation,1.0,False,"""The specialization of organization of a photoreceptor, a cell that responds to incident electromagnetic radiation, particularly visible light. An example of this process is found in Drosophila melanogaster."" [GOC:ai, ISBN:0198506732]",75,10,1,21026,0.1,0.013333333333333334,query_1,['GO:0030182'],GO:0046530,,
GO:BP,GO:0046545,development of primary female sexual characteristics,1.0,False,"""The process whose specific outcome is the progression of the primary female sexual characteristics over time, from their formation to the mature structure. The primary female sexual characteristics are the ovaries, and they develop in response to sex hormone secretion."" [GOC:ai]",108,10,1,21026,0.1,0.009259259259259259,query_1,"['GO:0045137', 'GO:0046660']",GO:0046545,,
GO:BP,GO:0046599,regulation of centriole replication,1.0,False,"""Any process that modulates the frequency, rate or extent of the formation of a daughter centriole of an existing centriole."" [GOC:ai]",23,10,1,21026,0.1,0.043478260869565216,query_1,"['GO:0007099', 'GO:0010824', 'GO:1902115']",GO:0046599,,
GO:BP,GO:0046600,negative regulation of centriole replication,1.0,False,"""Any process that stops, prevents, or reduces the frequency, rate or extent of centriole replication."" [GOC:ai]",7,10,1,21026,0.1,0.14285714285714285,query_1,"['GO:0007099', 'GO:0010826', 'GO:0046599', 'GO:1902116']",GO:0046600,,
GO:BP,GO:0046605,regulation of centrosome cycle,1.0,False,"""Any process that modulates the frequency, rate or extent of the centrosome cycle, the processes of centrosome duplication and separation."" [GOC:ai]",54,10,1,21026,0.1,0.018518518518518517,query_1,"['GO:0007098', 'GO:0010564', 'GO:0032886', 'GO:0051128']",GO:0046605,,
GO:BP,GO:0046606,negative regulation of centrosome cycle,1.0,False,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the centrosome cycle."" [GOC:ai]",12,10,1,21026,0.1,0.08333333333333333,query_1,"['GO:0007098', 'GO:0010948', 'GO:0046605', 'GO:0051494']",GO:0046606,,
GO:BP,GO:0046621,negative regulation of organ growth,1.0,False,"""Any process that stops, prevents, or reduces the frequency, rate or extent of growth of an organ of an organism."" [GOC:bf, GOC:tb]",30,10,1,21026,0.1,0.03333333333333333,query_1,"['GO:0035265', 'GO:0046620', 'GO:0048640', 'GO:0051241']",GO:0046621,,
GO:BP,GO:0046622,positive regulation of organ growth,1.0,False,"""Any process that activates or increases the frequency, rate or extent of growth of an organ of an organism."" [GOC:bf, GOC:tb]",45,10,1,21026,0.1,0.022222222222222223,query_1,"['GO:0035265', 'GO:0046620', 'GO:0048639', 'GO:0051240']",GO:0046622,,
GO:BP,GO:0046631,alpha-beta T cell activation,1.0,False,"""The change in morphology and behavior of an alpha-beta T cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific."" [GOC:add]",193,10,1,21026,0.1,0.0051813471502590676,query_1,['GO:0042110'],GO:0046631,,
GO:BP,GO:0046632,alpha-beta T cell differentiation,1.0,False,"""The process in which a precursor cell type acquires the specialized features of an alpha-beta T cell. An alpha-beta T cell is a T cell that expresses an alpha-beta T cell receptor complex."" [CL:0000789, GOC:ai]",134,10,1,21026,0.1,0.007462686567164179,query_1,"['GO:0030217', 'GO:0046631']",GO:0046632,,
GO:BP,GO:0046649,lymphocyte activation,1.0,False,"""A change in morphology and behavior of a lymphocyte resulting from exposure to a specific antigen, mitogen, cytokine, chemokine, cellular ligand, or soluble factor."" [GOC:mgi_curators, ISBN:0781735149]",814,10,3,21026,0.3,0.0036855036855036856,query_1,['GO:0045321'],GO:0046649,,
GO:BP,GO:0046651,lymphocyte proliferation,1.0,False,"""The expansion of a lymphocyte population by cell division."" [GOC:ai]",311,10,1,21026,0.1,0.003215434083601286,query_1,"['GO:0032943', 'GO:0046649']",GO:0046651,,
GO:BP,GO:0046660,female sex differentiation,1.0,False,"""The establishment of the sex of a female organism by physical differentiation."" [GOC:bf]",123,10,1,21026,0.1,0.008130081300813009,query_1,"['GO:0007275', 'GO:0007548']",GO:0046660,,
GO:BP,GO:0046677,response to antibiotic,1.0,False,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an antibiotic stimulus. An antibiotic is a chemical substance produced by a microorganism which has the capacity to inhibit the growth of or to kill other microorganisms."" [GOC:ai, GOC:ef]",39,10,1,21026,0.1,0.02564102564102564,query_1,['GO:0042221'],GO:0046677,,
GO:BP,GO:0046474,glycerophospholipid biosynthetic process,1.0,False,"""The chemical reactions and pathways resulting in the formation of glycerophospholipids, any derivative of glycerophosphate that contains at least one O-acyl, O-alkyl, or O-alkenyl group attached to the glycerol residue."" [ISBN:0198506732]",210,10,1,21026,0.1,0.004761904761904762,query_1,"['GO:0006650', 'GO:0008654', 'GO:0045017']",GO:0046474,,
GO:BP,GO:0046434,organophosphate catabolic process,1.0,False,"""The chemical reactions and pathways resulting in the breakdown of organophosphates, any phosphate-containing organic compound."" [GOC:ai]",246,10,1,21026,0.1,0.0040650406504065045,query_1,"['GO:0009056', 'GO:0019637']",GO:0046434,,
GO:BP,GO:0046395,carboxylic acid catabolic process,1.0,False,"""The chemical reactions and pathways resulting in the breakdown of carboxylic acids, any organic acid containing one or more carboxyl (-COOH) groups."" [ISBN:0198506732]",246,10,1,21026,0.1,0.0040650406504065045,query_1,"['GO:0016054', 'GO:0019752']",GO:0046395,,
GO:BP,GO:0046394,carboxylic acid biosynthetic process,1.0,False,"""The chemical reactions and pathways resulting in the formation of carboxylic acids, any organic acid containing one or more carboxyl (-COOH) groups."" [ISBN:0198506732]",320,10,1,21026,0.1,0.003125,query_1,"['GO:0016053', 'GO:0019752']",GO:0046394,,
GO:BP,GO:0045940,positive regulation of steroid metabolic process,1.0,False,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving steroids."" [GOC:go_curators]",30,10,1,21026,0.1,0.03333333333333333,query_1,"['GO:0008202', 'GO:0019218', 'GO:0045834']",GO:0045940,,
GO:BP,GO:0045943,positive regulation of transcription by RNA polymerase I,1.0,False,"""Any process that activates or increases the frequency, rate or extent of transcription mediated by RNA polymerase I."" [GOC:go_curators, GOC:txnOH]",35,10,1,21026,0.1,0.02857142857142857,query_1,"['GO:0006356', 'GO:0006360', 'GO:0045893']",GO:0045943,,
GO:BP,GO:0045945,positive regulation of transcription by RNA polymerase III,1.0,False,"""Any process that activates or increases the frequency, rate or extent of transcription mediated by RNA polymerase III."" [GOC:go_curators, GOC:txnOH]",19,10,1,21026,0.1,0.05263157894736842,query_1,"['GO:0006359', 'GO:0006383', 'GO:0045893']",GO:0045945,,
GO:BP,GO:0045948,positive regulation of translational initiation,1.0,False,"""Any process that activates or increases the frequency, rate or extent of translational initiation."" [GOC:go_curators]",30,10,1,21026,0.1,0.03333333333333333,query_1,"['GO:0006413', 'GO:0006446', 'GO:0045727']",GO:0045948,,
GO:BP,GO:0045980,negative regulation of nucleotide metabolic process,1.0,False,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving nucleotides."" [GOC:go_curators]",28,10,1,21026,0.1,0.03571428571428571,query_1,"['GO:0006140', 'GO:0009117', 'GO:0045934', 'GO:0045936', 'GO:0062014']",GO:0045980,,
GO:BP,GO:0046031,ADP metabolic process,1.0,False,"""The chemical reactions and pathways involving ADP, adenosine 5'-diphosphate."" [GOC:go_curators]",104,10,1,21026,0.1,0.009615384615384616,query_1,"['GO:0009150', 'GO:0009179']",GO:0046031,,
GO:BP,GO:0046032,ADP catabolic process,1.0,False,"""The chemical reactions and pathways resulting in the breakdown of ADP, adenosine 5'-diphosphate."" [GOC:go_curators]",97,10,1,21026,0.1,0.010309278350515464,query_1,"['GO:0009154', 'GO:0009181', 'GO:0046031']",GO:0046032,,
GO:BP,GO:0046034,ATP metabolic process,1.0,False,"""The chemical reactions and pathways involving ATP, adenosine triphosphate, a universally important coenzyme and enzyme regulator."" [GOC:go_curators]",229,10,1,21026,0.1,0.004366812227074236,query_1,"['GO:0009150', 'GO:0009205']",GO:0046034,,
GO:BP,GO:0045453,bone resorption,1.0,False,"""The process in which specialized cells known as osteoclasts degrade the organic and inorganic portions of bone, and endocytose and transport the degradation products."" [GOC:mah, PMID:10968780]",68,10,1,21026,0.1,0.014705882352941176,query_1,"['GO:0001894', 'GO:0046849']",GO:0045453,,
GO:BP,GO:0046112,nucleobase biosynthetic process,1.0,False,"""The chemical reactions and pathways resulting in the formation of a nucleobase, a nitrogenous base that is a constituent of a nucleic acid."" [GOC:ai]",17,10,1,21026,0.1,0.058823529411764705,query_1,"['GO:0009058', 'GO:0009112']",GO:0046112,,
GO:BP,GO:0046209,nitric oxide metabolic process,1.0,False,"""The chemical reactions and pathways involving nitric oxide, nitrogen monoxide (NO), a colorless gas only slightly soluble in water."" [GOC:ai]",81,10,1,21026,0.1,0.012345679012345678,query_1,['GO:2001057'],GO:0046209,,
GO:BP,GO:0046320,regulation of fatty acid oxidation,1.0,False,"""Any process that modulates the frequency, rate or extent of fatty acid oxidation."" [GOC:ai]",35,10,1,21026,0.1,0.02857142857142857,query_1,"['GO:0019217', 'GO:0019395']",GO:0046320,,
GO:BP,GO:0046322,negative regulation of fatty acid oxidation,1.0,False,"""Any process that stops, prevents, or reduces the frequency, rate or extent of fatty acid oxidation."" [GOC:ai]",14,10,1,21026,0.1,0.07142857142857142,query_1,"['GO:0019395', 'GO:0045922', 'GO:0046320']",GO:0046322,,
GO:BP,GO:0046323,D-glucose import,1.0,False,"""The directed movement of the hexose monosaccharide D-glucose into a cell or organelle."" [GOC:ai]",75,10,1,21026,0.1,0.013333333333333334,query_1,['GO:1904659'],GO:0046323,,
GO:BP,GO:0046324,regulation of D-glucose import,1.0,False,"""Any process that modulates the frequency, rate or extent of the import of the hexose monosaccharide glucose into a cell or organelle."" [GOC:ai]",56,10,1,21026,0.1,0.017857142857142856,query_1,"['GO:0010827', 'GO:0046323']",GO:0046324,,
GO:BP,GO:0046326,positive regulation of D-glucose import,1.0,False,"""Any process that activates or increases the frequency, rate or extent of the import of the hexose monosaccharide glucose into a cell or organelle."" [GOC:ai, GOC:dph, GOC:tb]",36,10,1,21026,0.1,0.027777777777777776,query_1,"['GO:0010828', 'GO:0046323', 'GO:0046324']",GO:0046326,,
GO:BP,GO:0046328,regulation of JNK cascade,1.0,False,"""Any process that modulates the frequency, rate or extent of signal transduction mediated by the JNK cascade."" [GOC:bf]",140,10,1,21026,0.1,0.007142857142857143,query_1,"['GO:0007254', 'GO:0043408']",GO:0046328,,
GO:BP,GO:0046365,monosaccharide catabolic process,1.0,False,"""The chemical reactions and pathways resulting in the breakdown of monosaccharides, polyhydric alcohols containing either an aldehyde or a keto group and between three to ten or more carbon atoms."" [ISBN:0198506732]",50,10,1,21026,0.1,0.02,query_1,"['GO:0005996', 'GO:0016052', 'GO:0044282']",GO:0046365,,
GO:BP,GO:0046165,alcohol biosynthetic process,1.0,False,"""The chemical reactions and pathways resulting in the formation of alcohols, any of a class of compounds containing one or more hydroxyl groups attached to a saturated carbon atom."" [GOC:ai]",143,10,1,21026,0.1,0.006993006993006993,query_1,"['GO:0006066', 'GO:0044283']",GO:0046165,,
GO:BP,GO:0045446,endothelial cell differentiation,1.0,False,"""The process in which a mesodermal, bone marrow or neural crest cell acquires specialized features of an endothelial cell, a thin flattened cell. A layer of such cells lines the inside surfaces of body cavities, blood vessels, and lymph vessels, making up the endothelium."" [CL:0000115, GOC:go_curators]",115,10,1,21026,0.1,0.008695652173913044,query_1,"['GO:0003158', 'GO:0030855']",GO:0045446,,
GO:BP,GO:0045444,fat cell differentiation,1.0,False,"""The process in which a relatively unspecialized cell acquires specialized features of an adipocyte, an animal connective tissue cell specialized for the synthesis and storage of fat."" [CL:0000136, GOC:go_curators]",241,10,2,21026,0.2,0.008298755186721992,query_1,['GO:0030154'],GO:0045444,,
GO:BP,GO:0045429,positive regulation of nitric oxide biosynthetic process,1.0,False,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of nitric oxide."" [GOC:go_curators]",38,10,1,21026,0.1,0.02631578947368421,query_1,"['GO:0006809', 'GO:0009891', 'GO:0045428', 'GO:1904407']",GO:0045429,,
GO:BP,GO:0043393,regulation of protein binding,1.0,False,"""Any process that modulates the frequency, rate or extent of protein binding."" [GOC:go_curators]",114,10,1,21026,0.1,0.008771929824561403,query_1,['GO:0051098'],GO:0043393,,
GO:BP,GO:0043401,steroid hormone receptor signaling pathway,1.0,False,"""The series of molecular signals mediated by a steroid hormone binding to a receptor."" [PMID:12606724]",138,10,2,21026,0.2,0.014492753623188406,query_1,"['GO:0009755', 'GO:0071383']",GO:0043401,,
GO:BP,GO:0043409,negative regulation of MAPK cascade,1.0,False,"""Any process that stops, prevents, or reduces the frequency, rate or extent of signal transduction mediated by the MAPKKK cascade."" [GOC:go_curators]",158,10,1,21026,0.1,0.006329113924050633,query_1,"['GO:0000165', 'GO:0043408', 'GO:1902532']",GO:0043409,,
GO:BP,GO:0043410,positive regulation of MAPK cascade,1.0,False,"""Any process that activates or increases the frequency, rate or extent of signal transduction mediated by the MAPK cascade."" [GOC:go_curators]",456,10,2,21026,0.2,0.0043859649122807015,query_1,"['GO:0000165', 'GO:0043408', 'GO:1902533']",GO:0043410,,
GO:BP,GO:0043414,macromolecule methylation,1.0,False,"""The covalent attachment of a methyl residue to one or more monomeric units in a polypeptide, polynucleotide, polysaccharide, or other biological macromolecule."" [GOC:go_curators]",127,10,1,21026,0.1,0.007874015748031496,query_1,"['GO:0032259', 'GO:0043412']",GO:0043414,,
GO:BP,GO:0043434,response to peptide hormone,1.0,False,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a peptide hormone stimulus. A peptide hormone is any of a class of peptides that are secreted into the blood stream and have endocrine functions in living animals."" [PMID:11027914, PMID:15134857, Wikipedia:Peptide_hormone]",440,10,3,21026,0.3,0.006818181818181818,query_1,"['GO:0009725', 'GO:1901698', 'GO:1901700']",GO:0043434,,
GO:BP,GO:0043462,regulation of ATP-dependent activity,1.0,False,"""Any process that modulates the rate of an ATP-dependent activity."" [GOC:jl]",61,10,1,21026,0.1,0.01639344262295082,query_1,['GO:0065009'],GO:0043462,,
GO:BP,GO:0043465,regulation of fermentation,1.0,False,"""Any process that modulates the frequency, rate or extent of fermentation, the anaerobic enzymatic conversion of organic compounds, especially carbohydrates, to other compounds, especially to ethyl alcohol, resulting in energy in the form of adenosine triphosphate (ATP)."" [GOC:jl]",4,10,1,21026,0.1,0.25,query_1,"['GO:0006113', 'GO:0043467']",GO:0043465,,
GO:BP,GO:0043487,regulation of RNA stability,1.0,False,"""Any process that modulates the propensity of RNA molecules to degradation. Includes processes that both stabilize and destabilize RNAs."" [GOC:jl]",193,10,1,21026,0.1,0.0051813471502590676,query_1,"['GO:0006401', 'GO:0009894', 'GO:0010608', 'GO:0051252', 'GO:0065008']",GO:0043487,,
GO:BP,GO:0043488,regulation of mRNA stability,1.0,False,"""Any process that modulates the propensity of mRNA molecules to degradation. Includes processes that both stabilize and destabilize mRNAs."" [GOC:jl]",181,10,1,21026,0.1,0.0055248618784530384,query_1,"['GO:0043487', 'GO:0061013']",GO:0043488,,
GO:BP,GO:0043504,mitochondrial DNA repair,1.0,False,"""The process of restoring mitochondrial DNA after damage."" [PMID:12565799, PMID:15189144, PMID:16050976]",8,10,1,21026,0.1,0.125,query_1,"['GO:0006281', 'GO:0032042']",GO:0043504,,
GO:BP,GO:0043516,"regulation of DNA damage response, signal transduction by p53 class mediator",1.0,False,"""Any process that modulates the frequency, rate or extent of the cascade of processes induced by the cell cycle regulator phosphoprotein p53, or an equivalent protein, in response to the detection of DNA damage."" [GOC:jl]",34,10,1,21026,0.1,0.029411764705882353,query_1,"['GO:0030330', 'GO:0080135', 'GO:1901796']",GO:0043516,,
GO:BP,GO:0043523,regulation of neuron apoptotic process,1.0,False,"""Any process that modulates the occurrence or rate of cell death by apoptotic process in neurons."" [GOC:go_curators, GOC:mtg_apoptosis]",242,10,1,21026,0.1,0.004132231404958678,query_1,"['GO:0042981', 'GO:0051402']",GO:0043523,,
GO:BP,GO:0043525,positive regulation of neuron apoptotic process,1.0,False,"""Any process that activates or increases the frequency, rate or extent of cell death of neurons by apoptotic process."" [GOC:go_curators, GOC:mtg_apoptosis]",65,10,1,21026,0.1,0.015384615384615385,query_1,"['GO:0043065', 'GO:0043523', 'GO:0051402']",GO:0043525,,
GO:BP,GO:0043534,blood vessel endothelial cell migration,1.0,False,"""The orderly movement of an endothelial cell into the extracellular matrix in order to form new blood vessels during angiogenesis."" [PMID:11166264]",119,10,2,21026,0.2,0.01680672268907563,query_1,['GO:0043542'],GO:0043534,,
GO:BP,GO:0043542,endothelial cell migration,1.0,False,"""The orderly movement of an endothelial cell into the extracellular matrix to form an endothelium."" [GOC:go_curators]",221,10,2,21026,0.2,0.00904977375565611,query_1,['GO:0016477'],GO:0043542,,
GO:BP,GO:0043549,regulation of kinase activity,1.0,False,"""Any process that modulates the frequency, rate or extent of kinase activity, the catalysis of the transfer of a phosphate group, usually from ATP, to a substrate molecule."" [GOC:bf]",431,10,3,21026,0.3,0.0069605568445475635,query_1,"['GO:0042325', 'GO:0051338']",GO:0043549,,
GO:BP,GO:0043373,"CD4-positive, alpha-beta T cell lineage commitment",1.0,False,"""The process in which an immature T cell becomes committed to becoming a CD4-positive, alpha-beta T cell."" [ISBN:0781735149]",31,10,1,21026,0.1,0.03225806451612903,query_1,"['GO:0002363', 'GO:0043367', 'GO:0043369']",GO:0043373,,
GO:BP,GO:0043369,"CD4-positive or CD8-positive, alpha-beta T cell lineage commitment",1.0,False,"""The process in which an immature T cell commits to CD4-positive T cell lineage or the CD8-positive lineage of alpha-beta T cells."" [ISBN:0781735149]",35,10,1,21026,0.1,0.02857142857142857,query_1,"['GO:0002360', 'GO:0043368']",GO:0043369,,
GO:BP,GO:0043368,positive T cell selection,1.0,False,"""The process of sparing immature T cells which react with self-MHC protein complexes with low affinity levels from apoptotic death."" [ISBN:0781735149, PMID:12414722]",50,10,1,21026,0.1,0.02,query_1,['GO:0045058'],GO:0043368,,
GO:BP,GO:0043367,"CD4-positive, alpha-beta T cell differentiation",1.0,False,"""The process in which a relatively unspecialized T cell acquires specialized features of a mature CD4-positive, alpha-beta T cell."" [CL:0000624, ISBN:0781735149]",103,10,1,21026,0.1,0.009708737864077669,query_1,"['GO:0035710', 'GO:0046632']",GO:0043367,,
GO:BP,GO:0043117,positive regulation of vascular permeability,1.0,False,"""Any process that increases the extent to which blood vessels can be pervaded by fluid."" [GOC:jl]",17,10,1,21026,0.1,0.058823529411764705,query_1,['GO:0043114'],GO:0043117,,
GO:BP,GO:0043122,regulation of canonical NF-kappaB signal transduction,1.0,False,"""Any process that modulates the canonical NF-kappaB signaling cascade."" [GOC:jl, PMID:12773372]",287,10,1,21026,0.1,0.003484320557491289,query_1,"['GO:0007249', 'GO:1902531']",GO:0043122,,
GO:BP,GO:0043123,positive regulation of canonical NF-kappaB signal transduction,1.0,False,"""Any process that activates or increases the frequency, rate or extent of a canonical NF-kappaB signaling cascade."" [GOC:jl]",214,10,1,21026,0.1,0.004672897196261682,query_1,"['GO:0007249', 'GO:0043122', 'GO:1902533']",GO:0043123,,
